"season","round","hTeam","aTeam","hScore","aScore","hOdd","dOdd","aOdd","hProb","dProb","aProb"
"2005-2006","1","Paris St. Germain","FC Metz",4,1,1.5,3.42,6.24,0.5955993167889078,0.2612277705214508,0.1431729126896413
"2005-2006","1","Olympique Marseille","Girondins Bordeaux",0,2,1.71,3.22,4.87,0.5312973271489703,0.2821485805666892,0.1865540922843407
"2005-2006","1","FC Sochaux","Toulouse FC",0,1,2.05,3,3.6,0.4438964241676942,0.30332922318125766,0.2527743526510481
"2005-2006","1","AS St. Etienne","AC Ajaccio",0,0,1.7,3.1,5,0.5295524427741715,0.29039972668261016,0.18004783054321832
"2005-2006","1","RC Strasbourg","AJ Auxerre",0,0,2.25,2.9,3.2,0.4033905672679852,0.3129754401217127,0.2836339926103021
"2005-2006","1","AS Nancy","AS Monaco",0,1,3.75,3,2,0.2424242424242424,0.303030303030303,0.45454545454545453
"2005-2006","1","Lille OSC","Stade Rennes",1,0,1.85,3,4.22,0.48660491217281004,0.30007302917323286,0.21332205865395704
"2005-2006","1","OGC Nice","ESTAC Troyes",1,1,1.75,3,5,0.5172413793103449,0.30172413793103453,0.18103448275862072
"2005-2006","1","FC Nantes","RC Lens",2,0,2.2,3,3.1,0.409330985915493,0.3001760563380282,0.2904929577464789
"2005-2006","1","Le Mans FC","Olympique Lyon",1,2,4.98,3.15,1.7,0.18147620984139892,0.2869052460349736,0.5316185441236275
"2005-2006","2","RC Lens","Olympique Marseille",2,0,2.2,2.99,3.1,0.40892045705210217,0.3008779282657608,0.290201614682137
"2005-2006","2","Toulouse FC","OGC Nice",0,2,1.85,3,4.2,0.48611111111111105,0.2997685185185185,0.21412037037037035
"2005-2006","2","FC Sochaux","Paris St. Germain",0,1,2.96,3,2.3,0.3054719319992916,0.3013989729059677,0.39312909509474053
"2005-2006","2","ESTAC Troyes","AS St. Etienne",0,0,2.52,2.85,2.75,0.3570696371215746,0.3157247317706554,0.3272056311077702
"2005-2006","2","FC Metz","Le Mans FC",0,0,1.95,3,3.82,0.4628619895795469,0.30086029322670543,0.2362777171937477
"2005-2006","2","Girondins Bordeaux","AS Nancy",1,0,1.6,3.25,5.81,0.5657084650298845,0.2785026289377893,0.1557889060323262
"2005-2006","2","AC Ajaccio","Lille OSC",3,3,2.72,2.85,2.6,0.33327336511648825,0.3180714221462625,0.34865521273724925
"2005-2006","2","AS Monaco","AJ Auxerre",0,2,1.61,3.25,5.5,0.5592491200625733,0.2770434102463825,0.16370746969104422
"2005-2006","2","Stade Rennes","FC Nantes",0,3,1.83,3,4.5,0.4958677685950413,0.3024793388429752,0.20165289256198346
"2005-2006","2","Olympique Lyon","RC Strasbourg",1,0,1.35,4,8,0.6639004149377593,0.22406639004149378,0.11203319502074689
"2005-2006","3","Paris St. Germain","Toulouse FC",2,0,1.5,3.45,6.5,0.6004016064257027,0.2610441767068273,0.13855421686746988
"2005-2006","3","OGC Nice","FC Sochaux",1,2,1.95,3,3.8,0.4622871046228711,0.30048661800486615,0.23722627737226276
"2005-2006","3","AS St. Etienne","FC Metz",2,0,1.77,3,4.75,0.5095199785465272,0.300616787342451,0.1898632341110217
"2005-2006","3","FC Nantes","AC Ajaccio",0,2,1.72,3.1,4.97,0.5260624022617235,0.2918797844806982,0.18205781325757833
"2005-2006","3","Le Mans FC","Stade Rennes",4,0,2.5,2.86,2.79,0.36098695282387216,0.31554803568520295,0.3234650114909248
"2005-2006","3","AJ Auxerre","Girondins Bordeaux",1,0,2,3,3.5,0.44680851063829785,0.2978723404255319,0.2553191489361702
"2005-2006","3","Lille OSC","ESTAC Troyes",1,2,1.53,3.39,6,0.5860539895754998,0.26450224308274767,0.14944376734175244
"2005-2006","3","AS Nancy","RC Lens",1,2,2.6,2.8,2.65,0.3436776285317276,0.31912922649374714,0.3371931449745253
"2005-2006","3","RC Strasbourg","AS Monaco",1,2,2.75,2.86,2.61,0.33165534431357213,0.31889936953228093,0.3494452861541469
"2005-2006","3","Olympique Marseille","Olympique Lyon",1,1,2.96,2.88,2.4,0.3066439522998296,0.31516183986371377,0.3781942078364566
"2005-2006","4","Girondins Bordeaux","AS Monaco",1,0,2.37,2.9,2.98,0.3827687619587556,0.3128144709800865,0.304416767061158
"2005-2006","4","FC Sochaux","Lille OSC",0,0,2.37,2.88,2.95,0.3807628702421448,0.3133361119700983,0.305901017787757
"2005-2006","4","OGC Nice","FC Nantes",1,1,2.1,2.97,3.42,0.4308291342189648,0.304626660558864,0.26454420522217137
"2005-2006","4","Stade Rennes","Olympique Marseille",3,2,2.5,2.9,2.85,0.36506183745583043,0.3147084805653711,0.3202296819787986
"2005-2006","4","FC Metz","RC Strasbourg",0,0,2.25,2.87,3.2,0.4020751701946019,0.31521572576231854,0.2827091040430795
"2005-2006","4","Olympique Lyon","AS Nancy",1,0,1.25,4.5,9.99,0.7128077060292545,0.1980021405636818,0.08919015340706386
"2005-2006","4","RC Lens","AJ Auxerre",7,0,2,3,3.6,0.44999999999999996,0.3,0.25
"2005-2006","4","AC Ajaccio","Le Mans FC",0,0,1.9,2.9,4.25,0.47568506368197605,0.3116557313778464,0.21265920494017754
"2005-2006","4","Toulouse FC","AS St. Etienne",1,1,2.2,2.9,3.25,0.4105859289915051,0.3114789806142453,0.27793509039424963
"2005-2006","4","ESTAC Troyes","Paris St. Germain",1,1,3.65,3,2,0.24742268041237114,0.30103092783505153,0.4515463917525774
"2005-2006","5","Lille OSC","Toulouse FC",0,0,1.75,3,4.7,0.5113327289211241,0.2982774252039891,0.19038984587488667
"2005-2006","5","Olympique Marseille","AC Ajaccio",1,1,1.62,3.25,5.45,0.5568830270542185,0.27758477040856433,0.16553220253721723
"2005-2006","5","RC Strasbourg","Girondins Bordeaux",0,0,2.4,2.88,2.97,0.37858508604206503,0.3154875717017208,0.30592734225621415
"2005-2006","5","AS St. Etienne","FC Sochaux",0,0,1.9,2.95,4,0.4719056188762248,0.30393921215756853,0.2241551689662068
"2005-2006","5","Paris St. Germain","OGC Nice",1,2,1.49,3.5,6.5,0.6042496679946878,0.2572377158034528,0.13851261620185923
"2005-2006","5","Le Mans FC","ESTAC Troyes",1,0,2.1,2.89,3.5,0.42980368828078525,0.3123140987507436,0.25788221296847114
"2005-2006","5","FC Nantes","FC Metz",0,0,1.79,3.1,4.72,0.5110758719935171,0.29510510028012765,0.19381902772635506
"2005-2006","5","AS Nancy","Stade Rennes",6,0,2.39,2.88,2.95,0.3787834879646183,0.31433768619286034,0.30687882584252124
"2005-2006","5","AS Monaco","RC Lens",0,0,1.83,3.15,4.15,0.4945803302877249,0.28732762045286875,0.2180920492594064
"2005-2006","5","AJ Auxerre","Olympique Lyon",0,2,3.15,3,2.2,0.28720626631853785,0.30156657963446476,0.4112271540469974
"2005-2006","6","Olympique Lyon","AS Monaco",2,1,1.8,3.02,4.77,0.5067434939530172,0.30203254606471225,0.19122395998227062
"2005-2006","6","Toulouse FC","Le Mans FC",0,2,1.95,2.9,4,0.4629814408301736,0.3113151067651167,0.2257034524047096
"2005-2006","6","OGC Nice","AS St. Etienne",0,1,2.17,2.85,3.45,0.4183419490714149,0.3185270278894633,0.26313102303912184
"2005-2006","6","Stade Rennes","AJ Auxerre",3,1,2.3,2.9,3,0.3906600808262236,0.3098338572070049,0.2995060619667714
"2005-2006","6","ESTAC Troyes","FC Nantes",1,0,2.35,2.89,3.03,0.3862903474835346,0.31411152823055577,0.29959812428590965
"2005-2006","6","FC Metz","Lille OSC",0,2,2.55,2.8,2.75,0.3523624299279259,0.320901498684361,0.32673607138771305
"2005-2006","6","AC Ajaccio","AS Nancy",1,0,1.83,2.95,4.35,0.48994902926521966,0.30393448256113625,0.20611648817364417
"2005-2006","6","Paris St. Germain","RC Strasbourg",1,0,1.5,3.5,7,0.6086956521739131,0.2608695652173913,0.13043478260869565
"2005-2006","6","RC Lens","Girondins Bordeaux",1,1,1.85,3,4.12,0.4840983863387122,0.2985273382422059,0.21737427541908197
"2005-2006","6","FC Sochaux","Olympique Marseille",0,1,2.39,2.89,2.89,0.37679269882659716,0.3116036505867014,0.3116036505867014
"2005-2006","7","Girondins Bordeaux","Olympique Lyon",1,1,3.32,2.9,2.15,0.2710751706447546,0.310334333289857,0.4185904960653885
"2005-2006","7","FC Nantes","Toulouse FC",2,0,1.9,2.91,4.31,0.47761051938111426,0.31184191987083065,0.21054756074805506
"2005-2006","7","Le Mans FC","FC Sochaux",2,1,2.1,2.9,3.45,0.42866323907455006,0.31041131105398456,0.26092544987146526
"2005-2006","7","AS Nancy","FC Metz",1,1,1.9,3,4.2,0.4794520547945205,0.30365296803652964,0.21689497716894976
"2005-2006","7","Lille OSC","OGC Nice",4,0,1.85,3,4.5,0.49315068493150677,0.30410958904109586,0.20273972602739723
"2005-2006","7","Olympique Marseille","ESTAC Troyes",2,1,1.65,3.25,5.25,0.5488540410132691,0.27864897466827504,0.17249698431845598
"2005-2006","7","RC Strasbourg","RC Lens",1,1,2.6,2.83,2.7,0.34701848403651386,0.3188155683727689,0.33416594759071705
"2005-2006","7","AS Monaco","Stade Rennes",0,2,1.65,3.25,5.37,0.5509778851162571,0.27972723398209975,0.16929488090164324
"2005-2006","7","AJ Auxerre","AC Ajaccio",2,0,1.85,2.95,4.33,0.4867671436465141,0.30526075110035633,0.2079721052531296
"2005-2006","7","AS St. Etienne","Paris St. Germain",3,0,2.6,2.85,2.8,0.35200705778561975,0.32112924569916185,0.32686369651521835
"2005-2006","8","Toulouse FC","Olympique Marseille",1,0,2.7,2.88,2.62,0.33692332422440124,0.31586561646037614,0.3472110593152226
"2005-2006","8","ESTAC Troyes","AS Monaco",1,2,2.8,2.86,2.5,0.3226825525769474,0.3159129885368716,0.3614044588861811
"2005-2006","8","AS St. Etienne","AS Nancy",0,2,1.6,3.3,5.6,0.5647921760391198,0.27383863080684595,0.16136919315403422
"2005-2006","8","FC Sochaux","FC Nantes",1,0,2.25,2.88,3.25,0.40427599611273074,0.3158406219630709,0.27988338192419826
"2005-2006","8","FC Metz","AJ Auxerre",1,2,2.5,2.88,2.8,0.362199065756378,0.3144089112468559,0.32339202299676606
"2005-2006","8","Stade Rennes","Girondins Bordeaux",2,2,2.25,2.85,3.2,0.40118772682283077,0.3167271527548664,0.2820851204223029
"2005-2006","8","OGC Nice","Le Mans FC",1,0,2.02,2.9,3.75,0.4473835774230706,0.3116258022050354,0.24099062037189403
"2005-2006","8","AC Ajaccio","RC Strasbourg",0,0,1.91,2.95,4.14,0.4742010258242121,0.3070250709573712,0.2187739032184167
"2005-2006","8","Paris St. Germain","Lille OSC",2,1,1.8,3,4.5,0.5,0.3,0.19999999999999998
"2005-2006","8","Olympique Lyon","RC Lens",1,1,1.5,3.4,6.5,0.598105548037889,0.2638700947225981,0.13802435723951287
"2005-2006","9","AS Monaco","OGC Nice",0,0,1.7,3.2,5,0.5344021376085504,0.2839011356045424,0.18169672678690715
"2005-2006","9","AS Nancy","ESTAC Troyes",2,1,2.1,2.92,3.5,0.43118724158298877,0.31010041346721795,0.2587123449497932
"2005-2006","9","RC Strasbourg","Toulouse FC",2,4,2.07,2.9,3.57,0.4359910552979672,0.3112074084368249,0.2528015362652079
"2005-2006","9","Lille OSC","AS St. Etienne",2,0,1.91,2.95,4.1,0.473191056512979,0.30637115862365755,0.2204377848633634
"2005-2006","9","Olympique Marseille","FC Metz",3,1,1.55,3.4,6.1,0.5848019173833358,0.26660087410122657,0.14859720851543778
"2005-2006","9","Girondins Bordeaux","AC Ajaccio",1,0,1.7,3.15,5,0.5320047289309238,0.28711366323256204,0.1808816078365141
"2005-2006","9","AJ Auxerre","FC Sochaux",3,0,1.8,3,4.5,0.5,0.3,0.19999999999999998
"2005-2006","9","Le Mans FC","Paris St. Germain",0,0,2.85,2.88,2.4,0.31475409836065577,0.3114754098360656,0.3737704918032787
"2005-2006","9","FC Nantes","Olympique Lyon",0,1,3.5,2.95,2.1,0.2595307917888563,0.30791788856304986,0.43255131964809385
"2005-2006","9","RC Lens","Stade Rennes",0,0,1.7,3.17,5,0.5329701738457918,0.2858199670466391,0.1812098591075692
"2005-2006","10","Paris St. Germain","FC Nantes",2,0,1.61,3.19,5.72,0.5598568969590604,0.282561004421344,0.1575820986195957
"2005-2006","10","AS St. Etienne","Le Mans FC",3,0,1.8,3,4.55,0.501101321585903,0.3006607929515418,0.19823788546255505
"2005-2006","10","FC Sochaux","AS Nancy",0,2,1.95,2.9,4,0.4629814408301736,0.3113151067651167,0.2257034524047096
"2005-2006","10","FC Metz","Girondins Bordeaux",0,1,2.75,2.8,2.5,0.3244495944380069,0.3186558516801854,0.35689455388180763
"2005-2006","10","Toulouse FC","AJ Auxerre",2,0,2.25,2.88,3.2,0.4025157232704403,0.3144654088050315,0.28301886792452835
"2005-2006","10","ESTAC Troyes","RC Strasbourg",1,1,2.1,2.85,3.5,0.42792792792792794,0.3153153153153153,0.25675675675675674
"2005-2006","10","Stade Rennes","Olympique Lyon",1,3,3.4,3,2.1,0.266497461928934,0.30203045685279184,0.4314720812182741
"2005-2006","10","Lille OSC","AS Monaco",0,1,2.2,2.9,3.25,0.4105859289915051,0.3114789806142453,0.27793509039424963
"2005-2006","10","OGC Nice","Olympique Marseille",0,1,2.5,2.84,2.82,0.3614275141253136,0.31815802299763524,0.32041446287705105
"2005-2006","10","AC Ajaccio","RC Lens",0,0,2.65,2.75,2.78,0.34283279894168034,0.3303661517074374,0.32680104935088233
"2005-2006","11","FC Nantes","AS St. Etienne",1,1,2.26,2.86,3.1,0.3969447876931893,0.31366965740790487,0.2893855548989058
"2005-2006","11","AS Nancy","Toulouse FC",2,0,2.2,2.88,3.25,0.40969972861770115,0.312965070471855,0.2773352009104439
"2005-2006","11","RC Strasbourg","Stade Rennes",0,1,2,2.93,3.6,0.44679769569637406,0.30498136225008465,0.24822094205354117
"2005-2006","11","AS Monaco","FC Metz",3,0,1.44,3.6,7.54,0.6285428476158719,0.25141713904634877,0.12004001333777926
"2005-2006","11","AJ Auxerre","ESTAC Troyes",3,0,1.65,3.21,5.3,0.5478433077331788,0.2816017002366807,0.1705549920301406
"2005-2006","11","Girondins Bordeaux","FC Sochaux",1,1,1.6,3.25,5.7,0.5640127873344497,0.2776678337646522,0.15831937890089817
"2005-2006","11","Le Mans FC","Lille OSC",1,1,2.5,2.8,2.88,0.362199065756378,0.32339202299676606,0.3144089112468559
"2005-2006","11","RC Lens","OGC Nice",2,2,1.73,3.05,5,0.5226809247168098,0.2964714753311741,0.18084759995201619
"2005-2006","11","Olympique Lyon","AC Ajaccio",3,2,1.3,4.35,9.5,0.696527894825552,0.20815776167200406,0.09531434350244396
"2005-2006","11","Olympique Marseille","Paris St. Germain",1,0,2.27,2.86,3.13,0.39699145420438064,0.3150946157496309,0.28791393004598853
"2005-2006","12","FC Metz","Olympique Lyon",0,4,5.5,3.35,1.6,0.16449286481509898,0.2700629123829983,0.5654442228019027
"2005-2006","12","Lille OSC","FC Nantes",2,0,1.8,3,4.75,0.5053191489361702,0.30319148936170215,0.19148936170212766
"2005-2006","12","OGC Nice","AJ Auxerre",1,0,2.4,2.85,2.95,0.3765535774269399,0.31709774941215985,0.3063486731609002
"2005-2006","12","Toulouse FC","Girondins Bordeaux",1,1,2.45,2.82,2.94,0.37007874015748027,0.3215223097112861,0.3083989501312336
"2005-2006","12","Paris St. Germain","AS Nancy",1,0,1.55,3.4,6,0.5833571632828138,0.26594223620245927,0.1507006005147269
"2005-2006","12","AC Ajaccio","Stade Rennes",0,1,2.1,2.88,3.4,0.4261096605744125,0.31070496083550914,0.26318537859007834
"2005-2006","12","FC Sochaux","AS Monaco",2,1,2.8,2.88,2.5,0.32339202299676606,0.3144089112468559,0.362199065756378
"2005-2006","12","Le Mans FC","RC Strasbourg",2,0,2.02,2.92,3.75,0.44834052588910633,0.31015337749862837,0.2415060966122653
"2005-2006","12","ESTAC Troyes","RC Lens",1,1,2.6,2.8,2.75,0.3479439674649796,0.3230908269317668,0.3289652056032535
"2005-2006","12","AS St. Etienne","Olympique Marseille",2,1,2.25,2.9,3.25,0.40515851692638366,0.3143471252015046,0.2804943578721118
"2005-2006","13","Olympique Marseille","Lille OSC",1,1,1.9,2.91,4.2,0.4749912556838055,0.31013174769733004,0.2148769966188644
"2005-2006","13","Girondins Bordeaux","ESTAC Troyes",2,0,1.55,3.32,6.27,0.5834045665888472,0.2723726139194919,0.1442228194916608
"2005-2006","13","FC Nantes","Le Mans FC",1,0,2,2.9,3.67,0.4475045200353193,0.3086238069209099,0.24387167304377078
"2005-2006","13","RC Strasbourg","AS St. Etienne",0,1,2.57,2.8,2.75,0.35058164682313836,0.3217838686912377,0.3276344844856238
"2005-2006","13","Olympique Lyon","FC Sochaux",1,0,1.32,4.25,8.5,0.682182985553772,0.2118780096308186,0.1059390048154093
"2005-2006","13","Stade Rennes","FC Metz",2,1,1.57,3.3,6,0.5755646638179122,0.273829249149734,0.15060608703235367
"2005-2006","13","AS Monaco","AC Ajaccio",3,0,1.55,3.37,6.25,0.5855004378222859,0.2692954535977873,0.1452041085799269
"2005-2006","13","RC Lens","Toulouse FC",1,0,1.83,2.95,4.51,0.49355809217140334,0.3061733249741248,0.2002685828544719
"2005-2006","13","AS Nancy","OGC Nice",0,0,2.15,2.88,3.47,0.42263206194679037,0.31550657402277754,0.2618613640304321
"2005-2006","13","AJ Auxerre","Paris St. Germain",2,0,2.4,2.8,2.91,0.37287204832509613,0.31960461285008235,0.3075233388248215
"2005-2006","14","Toulouse FC","Olympique Lyon",0,1,4.33,3.1,1.85,0.21109004913778828,0.29484513315052363,0.4940648177116882
"2005-2006","14","FC Nantes","AS Nancy",3,0,2,2.91,3.75,0.4503249767873723,0.3095017022593624,0.24017332095326524
"2005-2006","14","AS St. Etienne","AJ Auxerre",1,1,2,3,3.75,0.4545454545454546,0.30303030303030304,0.24242424242424246
"2005-2006","14","FC Metz","AC Ajaccio",2,0,2.38,2.85,3,0.38045654785742894,0.31771459084234416,0.30182886130022696
"2005-2006","14","Le Mans FC","Olympique Marseille",3,0,2.48,2.9,2.85,0.36692563817980023,0.3137846836847947,0.31928967813540504
"2005-2006","14","OGC Nice","Girondins Bordeaux",0,1,2.5,2.8,2.85,0.3610042976702104,0.32232526577697357,0.3166704365528161
"2005-2006","14","Lille OSC","RC Strasbourg",2,0,1.57,3.4,6,0.5802377837192104,0.2679333295409295,0.15182888673986006
"2005-2006","14","ESTAC Troyes","Stade Rennes",2,1,2.5,2.85,2.85,0.3630573248407644,0.3184713375796179,0.3184713375796179
"2005-2006","14","FC Sochaux","RC Lens",1,1,2.4,2.8,3,0.3763440860215054,0.3225806451612903,0.30107526881720426
"2005-2006","14","Paris St. Germain","AS Monaco",0,0,1.95,2.95,3.8,0.4599446097035594,0.3040311826854036,0.23602420761103698
"2005-2006","15","AS Monaco","AS St. Etienne",1,0,1.91,2.9,4.2,0.4731750903228313,0.31164290431607167,0.21518200536109708
"2005-2006","15","Olympique Marseille","FC Nantes",2,1,1.71,3,5,0.5230125523012553,0.2981171548117155,0.17887029288702933
"2005-2006","15","AC Ajaccio","FC Sochaux",0,1,2.17,2.8,3.5,0.41753653444676403,0.32359081419624214,0.25887265135699367
"2005-2006","15","AS Nancy","Le Mans FC",1,0,2.1,2.85,3.55,0.4294810569882203,0.31645972620184654,0.25405921680993315
"2005-2006","15","Olympique Lyon","ESTAC Troyes",2,1,1.25,5,9.99,0.7272065514103732,0.1818016378525933,0.09099181073703366
"2005-2006","15","AJ Auxerre","Lille OSC",3,2,2.1,2.85,3.6,0.43100189035916825,0.31758034026465026,0.2514177693761815
"2005-2006","15","RC Lens","FC Metz",0,0,1.5,3.5,7.08,0.6095940959409595,0.2612546125461255,0.12915129151291516
"2005-2006","15","RC Strasbourg","OGC Nice",0,0,2.25,2.85,3.22,0.4018918741378178,0.31728305852985617,0.2808250673323261
"2005-2006","15","Stade Rennes","Toulouse FC",4,1,1.75,3.1,4.8,0.5183765894443477,0.29263194565406725,0.18899146490158514
"2005-2006","15","Girondins Bordeaux","Paris St. Germain",0,2,2.2,2.84,3.42,0.41357814416132993,0.32037743561793164,0.26604442022073854
"2005-2006","16","Le Mans FC","AJ Auxerre",0,2,2.34,2.88,3,0.3857280617164899,0.313404050144648,0.30086788813886206
"2005-2006","16","AS St. Etienne","Girondins Bordeaux",1,1,2.22,2.85,3.25,0.4061698349010064,0.3163849240281524,0.27744524107084134
"2005-2006","16","ESTAC Troyes","FC Metz",0,0,1.95,2.9,4,0.4629814408301736,0.3113151067651167,0.2257034524047096
"2005-2006","16","Toulouse FC","AC Ajaccio",3,0,1.83,3,4.35,0.4924435388011547,0.3003905586687044,0.207165902530141
"2005-2006","16","Lille OSC","AS Nancy",1,0,1.7,3.18,5,0.5334496410118769,0.2851774810440851,0.1813728779440381
"2005-2006","16","OGC Nice","Olympique Lyon",1,1,4.62,3.15,1.76,0.19639934533551556,0.28805237315875615,0.5155482815057284
"2005-2006","16","FC Sochaux","Stade Rennes",1,0,2.25,2.87,3.1,0.3984415235450861,0.31236704807541593,0.28919142837949796
"2005-2006","16","Paris St. Germain","RC Lens",3,4,1.73,3,5,0.5201109570041609,0.2999306518723994,0.17995839112343967
"2005-2006","16","FC Nantes","RC Strasbourg",4,3,1.74,3.1,4.82,0.5202139067221859,0.2919910315150334,0.1877950617627808
"2005-2006","16","Olympique Marseille","AS Monaco",2,1,2.25,2.88,3.15,0.40071556350626114,0.31305903398926654,0.28622540250447226
"2005-2006","17","Olympique Lyon","Paris St. Germain",2,0,1.66,3.2,5.5,0.5492790712190251,0.28493851819486926,0.16578241058610574
"2005-2006","17","RC Strasbourg","FC Sochaux",0,0,2.36,2.84,3.1,0.38576135726303984,0.3205622546270331,0.2936763881099271
"2005-2006","17","AS Monaco","Le Mans FC",2,0,1.57,3.25,5.92,0.5719908790643609,0.27631559388647586,0.15169352704916325
"2005-2006","17","Girondins Bordeaux","Lille OSC",1,0,1.9,2.93,4.15,0.47476719442437965,0.3078695117427718,0.2173632938328485
"2005-2006","17","AJ Auxerre","FC Nantes",4,0,1.65,3.2,5.39,0.5489235077892526,0.28303868370383334,0.16803780850691408
"2005-2006","17","AC Ajaccio","ESTAC Troyes",0,1,1.87,3,4.25,0.4846526655896607,0.30210016155088854,0.21324717285945075
"2005-2006","17","FC Metz","Toulouse FC",2,2,2.34,2.87,3,0.38530730607093955,0.31415299519372764,0.3005396987353328
"2005-2006","17","AS Nancy","Olympique Marseille",1,1,2.55,2.85,2.75,0.35435740929128523,0.3170566293658867,0.3285859613428281
"2005-2006","17","Stade Rennes","OGC Nice",1,0,1.8,3,4.45,0.49887892376681614,0.29932735426008966,0.20179372197309414
"2005-2006","17","RC Lens","AS St. Etienne",2,1,1.9,2.91,4.1,0.4725148514851485,0.3085148514851485,0.218970297029703
"2005-2006","18","Lille OSC","RC Lens",0,0,2.2,2.8,3.4,0.4110535405872193,0.3229706390328152,0.2659758203799655
"2005-2006","18","AS Nancy","RC Strasbourg",1,2,1.95,2.9,4.02,0.46350190839694655,0.3116650763358778,0.22483301526717556
"2005-2006","18","FC Sochaux","FC Metz",1,1,1.73,3,5,0.5201109570041609,0.2999306518723994,0.17995839112343967
"2005-2006","18","Toulouse FC","ESTAC Troyes",2,1,1.85,2.95,4.35,0.48723303274798285,0.3055529188419554,0.20721404841006172
"2005-2006","18","Paris St. Germain","Stade Rennes",2,0,1.7,3.12,5,0.5305400625765202,0.2890763161474629,0.18038362127601687
"2005-2006","18","Le Mans FC","Girondins Bordeaux",1,0,2.65,2.8,2.7,0.341540546645584,0.3232437316467134,0.33521572170770275
"2005-2006","18","Olympique Marseille","AJ Auxerre",1,0,2,2.88,3.75,0.44887780548628425,0.31172069825436405,0.23940149625935161
"2005-2006","18","OGC Nice","AC Ajaccio",1,0,1.75,3,5,0.5172413793103449,0.30172413793103453,0.18103448275862072
"2005-2006","18","FC Nantes","AS Monaco",0,0,2.7,2.81,2.6,0.3334093916853009,0.32035777848765573,0.3462328298270433
"2005-2006","18","AS St. Etienne","Olympique Lyon",0,0,3.75,2.9,2,0.23991726990692866,0.31023784901758017,0.4498448810754912
"2005-2006","19","Olympique Lyon","Lille OSC",1,3,1.44,3.53,7.62,0.626209998463494,0.2554511041890741,0.11833889734743194
"2005-2006","19","AC Ajaccio","Paris St. Germain",1,1,3.4,2.9,2.1,0.263750541359896,0.3092247726288436,0.4270246860112602
"2005-2006","19","ESTAC Troyes","FC Sochaux",2,1,2.25,2.8,3.2,0.3989314336598397,0.3205699020480855,0.2804986642920748
"2005-2006","19","RC Strasbourg","Olympique Marseille",0,1,2.75,2.85,2.5,0.3262736119061248,0.31482541499713795,0.3589009730967373
"2005-2006","19","Stade Rennes","AS St. Etienne",0,1,2,2.91,3.75,0.4503249767873723,0.3095017022593624,0.24017332095326524
"2005-2006","19","FC Metz","OGC Nice",1,0,2.37,2.8,3.05,0.3811734249815884,0.32263607757370166,0.29619049744470977
"2005-2006","19","AJ Auxerre","AS Nancy",0,1,1.49,3.46,6.76,0.605675161973618,0.26082543102332106,0.1334994070030608
"2005-2006","19","Girondins Bordeaux","FC Nantes",0,0,1.6,3.25,5.5,0.5607843137254902,0.276078431372549,0.16313725490196077
"2005-2006","19","AS Monaco","Toulouse FC",1,0,1.55,3.3,6,0.5786935554581323,0.27181060938185003,0.14949583516001752
"2005-2006","19","RC Lens","Le Mans FC",2,0,1.6,3.27,6,0.5694879832810867,0.2786485545106235,0.1518634622082898
"2005-2006","20","RC Strasbourg","Olympique Lyon",0,4,6,3.36,1.55,0.15022499134648667,0.2682589131187262,0.5815160955347871
"2005-2006","20","OGC Nice","Toulouse FC",2,1,1.95,2.9,4,0.4629814408301736,0.3113151067651167,0.2257034524047096
"2005-2006","20","AS St. Etienne","ESTAC Troyes",1,1,1.6,3.25,5.65,0.5632236791657081,0.27727934974311785,0.15949697109117397
"2005-2006","20","Paris St. Germain","FC Sochaux",3,1,1.55,3.3,6.16,0.5809493869852247,0.2728701666142722,0.14618044640050296
"2005-2006","20","AS Nancy","Girondins Bordeaux",0,0,2.75,2.75,2.62,0.327909887359199,0.327909887359199,0.34418022528160197
"2005-2006","20","Le Mans FC","FC Metz",2,0,1.8,3,4.67,0.5036669542709232,0.3022001725625539,0.19413287316652286
"2005-2006","20","Lille OSC","AC Ajaccio",2,0,1.45,3.5,7.5,0.6220379146919431,0.25770142180094785,0.120260663507109
"2005-2006","20","FC Nantes","Stade Rennes",0,2,2.1,2.89,3.6,0.4329047559605542,0.3145674697291224,0.2525277743103233
"2005-2006","20","Olympique Marseille","RC Lens",1,1,1.95,2.88,4,0.46198267564966317,0.31280076997112605,0.22521655437921076
"2005-2006","20","AJ Auxerre","AS Monaco",2,1,2.22,2.9,3.24,0.40804627651258535,0.31236645995101364,0.27958726353640106
"2005-2006","21","Girondins Bordeaux","AJ Auxerre",1,0,2,2.9,3.8,0.4512694512694513,0.31122031122031124,0.2375102375102375
"2005-2006","21","FC Metz","AS St. Etienne",0,1,2.5,2.8,2.8,0.358974358974359,0.3205128205128205,0.3205128205128205
"2005-2006","21","Stade Rennes","Le Mans FC",1,0,1.76,3.05,4.51,0.5083126702166579,0.2933214096987927,0.19836592008454942
"2005-2006","21","ESTAC Troyes","Lille OSC",1,0,2.8,2.8,2.52,0.3214285714285714,0.3214285714285714,0.3571428571428571
"2005-2006","21","FC Sochaux","OGC Nice",1,1,2.1,2.88,3.42,0.4267664950865699,0.31118390266729057,0.26204960224613943
"2005-2006","21","RC Lens","AS Nancy",1,2,1.5,3.46,7,0.6068654472563267,0.26309195690303183,0.13004259584064143
"2005-2006","21","AC Ajaccio","FC Nantes",0,2,2.2,2.82,3.3,0.408695652173913,0.3188405797101449,0.27246376811594203
