"season","round","hTeam","aTeam","hScore","aScore","hOdd","dOdd","aOdd","hProb","dProb","aProb"
"2005-2006","1","AS Livorno","US Lecce",2,1,1.9,3.05,4,0.47665559679624925,0.29693299472553236,0.2264114084782184
"2005-2006","1","ACF Fiorentina","Sampdoria",2,1,2.22,2.9,3.32,0.4108139475346042,0.314485159836835,0.27470089262856073
"2005-2006","1","Internazionale","FC Treviso",3,0,1.17,5.75,9.99,0.7572342116815168,0.15408070046389125,0.08868508785459205
"2005-2006","1","Ascoli Picchio FC","AC Milan",1,1,9,4,1.35,0.10084033613445377,0.226890756302521,0.6722689075630252
"2005-2006","1","Robur Siena","Cagliari Calcio",2,1,2.2,2.9,3.39,0.41535341586040814,0.31509569479065447,0.26955088934893745
"2005-2006","1","Reggina Calcio","AS Roma",0,3,3.79,3.05,2,0.24168466094811702,0.30032290655520116,0.45799243249668176
"2005-2006","1","Udinese Calcio","Empoli FC",1,0,1.55,3.4,6,0.5833571632828138,0.26594223620245927,0.1507006005147269
"2005-2006","1","Parma FC","US Palermo",1,1,2.45,2.85,2.97,0.3724998349726054,0.32021915637995907,0.30728100864743546
"2005-2006","1","Lazio Roma","FC Messina",1,0,1.85,3.07,4.2,0.48945660219788556,0.29494941826256954,0.21559397953954484
"2005-2006","1","Juventus","Chievo Verona",1,0,1.22,5.15,9.99,0.7358268746969722,0.17431238585054484,0.08986073945248307
"2005-2006","2","US Palermo","Internazionale",3,2,3.77,3.07,2,0.24313076396120997,0.2985677459719093,0.45830149006688076
"2005-2006","2","AC Milan","Robur Siena",3,1,1.2,5.5,9.99,0.7472155358818491,0.16302884419240343,0.08975561992574763
"2005-2006","2","Sampdoria","Reggina Calcio",3,2,1.5,3.5,7.5,0.6140350877192983,0.2631578947368421,0.12280701754385966
"2005-2006","2","FC Treviso","AS Livorno",0,1,2.5,2.88,2.8,0.362199065756378,0.3144089112468559,0.32339202299676606
"2005-2006","2","US Lecce","Ascoli Picchio FC",0,0,1.7,3.15,5,0.5320047289309238,0.28711366323256204,0.1808816078365141
"2005-2006","2","Empoli FC","Juventus",0,4,7.02,3.64,1.45,0.12870094465225385,0.24820896468648954,0.6230900906612566
"2005-2006","2","Chievo Verona","Parma FC",1,0,2.25,2.87,3.35,0.4072301404095809,0.31925707871831255,0.27351278087210656
"2005-2006","2","FC Messina","ACF Fiorentina",2,2,2.6,2.88,2.7,0.3489499192245557,0.3150242326332795,0.3360258481421648
"2005-2006","2","AS Roma","Udinese Calcio",0,1,1.8,3.16,4.35,0.5041813380281691,0.2871919014084507,0.20862676056338034
"2005-2006","2","Cagliari Calcio","Lazio Roma",1,1,2.22,2.95,3.2,0.40878188195557097,0.30762568743775176,0.2835924306066774
"2005-2006","3","Parma FC","Empoli FC",1,0,1.77,3.1,4.7,0.5134620806315195,0.29317028474767404,0.19336763462080628
"2005-2006","3","Internazionale","US Lecce",3,0,1.22,5.25,9.99,0.7382781322714009,0.17156177549925886,0.09016009222934024
"2005-2006","3","Robur Siena","US Palermo",1,2,2.72,2.86,2.6,0.33364442370508635,0.3173121791880542,0.34904339710685955
"2005-2006","3","Reggina Calcio","Chievo Verona",1,3,2.3,2.82,3.22,0.39527432919503414,0.3223868642370845,0.28233880656788146
"2005-2006","3","Sampdoria","AC Milan",2,1,4.29,3.1,1.84,0.21207141423079495,0.2934794732419711,0.4944491125272339
"2005-2006","3","Cagliari Calcio","FC Messina",1,1,2.11,2.89,3.5,0.4286398365956293,0.3129515761995771,0.25840858720479365
"2005-2006","3","ACF Fiorentina","Udinese Calcio",4,2,2.24,2.9,3.25,0.4062324899788802,0.31377957846644544,0.2799879315546744
"2005-2006","3","Juventus","Ascoli Picchio FC",2,1,1.14,6.5,9.99,0.7754951417352175,0.1360099171658689,0.08849494109891369
"2005-2006","3","Lazio Roma","FC Treviso",3,1,1.57,3.4,6.5,0.5870945461307546,0.2710995404192014,0.14180591345004384
"2005-2006","3","AS Livorno","AS Roma",0,0,3.2,3,2.2,0.28399311531841653,0.3029259896729776,0.41308089500860584
"2005-2006","4","FC Treviso","Sampdoria",0,2,3.75,3,2,0.2424242424242424,0.303030303030303,0.45454545454545453
"2005-2006","4","US Palermo","Reggina Calcio",1,0,1.4,3.75,8,0.6458557588805166,0.24111948331539287,0.11302475780409041
"2005-2006","4","AC Milan","Lazio Roma",2,0,1.35,4.17,9,0.6785452770319745,0.2196729314132292,0.10178179155479618
"2005-2006","4","AS Roma","Parma FC",4,1,1.55,3.45,6,0.5856142584341183,0.26310205813706766,0.1512836834288139
"2005-2006","4","Udinese Calcio","Juventus",0,1,3.75,3,2,0.2424242424242424,0.303030303030303,0.45454545454545453
"2005-2006","4","FC Messina","AS Livorno",0,0,2.15,2.9,3.42,0.42193482515102526,0.3128137496809325,0.2652514251680422
"2005-2006","4","Chievo Verona","Internazionale",0,1,5,3.2,1.7,0.18169672678690718,0.28390113560454244,0.5344021376085505
"2005-2006","4","Ascoli Picchio FC","Robur Siena",1,1,2.4,2.88,3,0.37974683544303806,0.31645569620253167,0.3037974683544304
"2005-2006","4","Empoli FC","Cagliari Calcio",3,1,2.3,2.88,3.1,0.3936160832378098,0.31434617758575084,0.2920377391764395
"2005-2006","4","US Lecce","ACF Fiorentina",1,3,3.51,3,2.1,0.26031982149497956,0.30457419114912604,0.4351059873558944
"2005-2006","5","Reggina Calcio","Udinese Calcio",2,0,3.3,3,2.15,0.2751119641714651,0.3026231605886116,0.4222648752399232
"2005-2006","5","Parma FC","Juventus",1,2,5.77,3.27,1.61,0.15752057757844318,0.2779491537087514,0.5645302687128055
"2005-2006","5","FC Treviso","AC Milan",0,2,9,4,1.33,0.09983111277913304,0.22462000375304936,0.6755488834678176
"2005-2006","5","Sampdoria","Chievo Verona",1,2,1.61,3.25,5.75,0.5632582322357019,0.2790294627383016,0.15771230502599654
"2005-2006","5","Lazio Roma","US Palermo",4,2,2.45,2.88,2.88,0.3701799485861183,0.31491002570694093,0.31491002570694093
"2005-2006","5","Robur Siena","FC Messina",4,2,2.15,2.89,3.4,0.4208227156898435,0.3130688023298143,0.2661084819803422
"2005-2006","5","Cagliari Calcio","AS Roma",0,0,3.5,3.1,2,0.25779625779625776,0.291060291060291,0.4511434511434511
"2005-2006","5","Empoli FC","US Lecce",1,0,2,3.05,3.62,0.45285263114720475,0.29695254501456053,0.25019482383823466
"2005-2006","5","AS Livorno","Ascoli Picchio FC",2,0,1.7,3.15,5.5,0.5408991570402748,0.29191383078364036,0.16718701217608492
"2005-2006","5","Internazionale","ACF Fiorentina",1,0,1.6,3.39,6,0.5751611808618935,0.2714625042416016,0.1533763148965049
"2005-2006","6","Chievo Verona","FC Treviso",0,0,1.55,3.4,6.35,0.5882433076765888,0.26816974320550374,0.1435869491179075
"2005-2006","6","Udinese Calcio","Lazio Roma",3,0,1.9,3.02,4.1,0.477884986491702,0.30065611732921654,0.22145889617908146
"2005-2006","6","Ascoli Picchio FC","Parma FC",3,1,2.5,2.85,2.83,0.36224203363948715,0.3177561698591992,0.3200017965013137
"2005-2006","6","AS Roma","Robur Siena",2,3,1.48,3.6,7,0.6163177460379573,0.2533750733711602,0.1303071805908824
"2005-2006","6","FC Messina","Sampdoria",1,4,2.75,2.85,2.6,0.33084049559102585,0.3192320571492354,0.34992744725973884
"2005-2006","6","US Lecce","Cagliari Calcio",3,0,2.15,2.9,3.5,0.42450857381848595,0.31472187369301546,0.26076955248849853
"2005-2006","6","US Palermo","Empoli FC",2,2,1.52,3.4,6.63,0.5965448983264352,0.26669066042828865,0.13676444124527623
"2005-2006","6","AC Milan","Reggina Calcio",2,1,1.17,5.85,9.99,0.759233926128591,0.15184678522571818,0.08891928864569082
"2005-2006","6","ACF Fiorentina","AS Livorno",3,2,1.65,3.25,5.5,0.5531914893617021,0.28085106382978725,0.16595744680851066
"2005-2006","6","Juventus","Internazionale",2,0,2.1,2.9,3.6,0.4333748443337484,0.31382316313823166,0.25280199252801994
"2005-2006","7","Robur Siena","Udinese Calcio",2,3,2.61,2.93,2.65,0.34774255093312073,0.30976384229878673,0.34249360676809254
"2005-2006","7","Juventus","FC Messina",1,0,1.18,5.5,9.99,0.7503769297162649,0.16098995946639863,0.08863311081733657
"2005-2006","7","Parma FC","FC Treviso",1,1,1.65,3.15,5.72,0.5517938352703385,0.2890348660939868,0.15917129863567459
"2005-2006","7","Internazionale","AS Livorno",5,0,1.28,4.54,9.99,0.7091864337873126,0.19994683595765642,0.09086673025503104
"2005-2006","7","Lazio Roma","ACF Fiorentina",1,0,2.55,2.99,2.7,0.3574892062437729,0.3048820989704417,0.33762869478578544
"2005-2006","7","US Palermo","Chievo Verona",2,2,1.7,3.1,5.25,0.5341319330489005,0.29291106005907447,0.17295700689202492
"2005-2006","7","Empoli FC","AS Roma",1,0,3.4,3,2.1,0.266497461928934,0.30203045685279184,0.4314720812182741
"2005-2006","7","Reggina Calcio","US Lecce",2,0,2.2,2.95,3.3,0.41451990632318503,0.3091334894613583,0.2763466042154567
"2005-2006","7","Ascoli Picchio FC","Sampdoria",2,1,3.25,3,2.2,0.28085106382978725,0.30425531914893617,0.4148936170212766
"2005-2006","7","Cagliari Calcio","AC Milan",0,2,6.5,3.4,1.51,0.13857324084320766,0.26491943102377935,0.5965073281330131
"2005-2006","8","FC Messina","Ascoli Picchio FC",1,1,1.8,3.1,4.35,0.5013943112102622,0.2911321807027329,0.20747350808700507
"2005-2006","8","ACF Fiorentina","Parma FC",4,1,1.5,3.65,6.5,0.6091142490372272,0.2503209242618742,0.1405648267008986
"2005-2006","8","AS Livorno","Reggina Calcio",1,0,1.85,3,4.35,0.4897269912749789,0.301998311286237,0.20827469743878416
"2005-2006","8","Sampdoria","Robur Siena",3,3,1.65,3.25,5.35,0.5506294038476763,0.27955031272266645,0.1698202834296572
"2005-2006","8","AC Milan","US Palermo",2,1,1.36,4,8,0.662251655629139,0.22516556291390727,0.11258278145695363
"2005-2006","8","FC Treviso","Empoli FC",1,2,2.3,2.9,3.1,0.394471259324265,0.3128565160157964,0.29267222465993853
"2005-2006","8","Chievo Verona","Cagliari Calcio",2,1,1.75,3.15,4.9,0.5228215767634855,0.29045643153526973,0.1867219917012448
"2005-2006","8","Udinese Calcio","Internazionale",0,1,3.45,3,2.1,0.2636534839924671,0.3032015065913371,0.4331450094161958
"2005-2006","8","US Lecce","Juventus",0,3,7,3.6,1.5,0.13138686131386862,0.25547445255474455,0.6131386861313869
"2005-2006","8","AS Roma","Lazio Roma",1,1,2.35,2.9,3.1,0.3893460372455609,0.31550454742312695,0.2951494153313123
"2005-2006","9","Parma FC","FC Messina",1,1,1.9,3,4,0.4743083003952569,0.30039525691699603,0.22529644268774704
"2005-2006","9","Robur Siena","ACF Fiorentina",0,2,2.82,3,2.4,0.32102728731942215,0.3017656500802568,0.377207062600321
"2005-2006","9","Reggina Calcio","FC Treviso",1,2,1.75,3.1,4.5,0.5119266055045871,0.2889908256880734,0.19908256880733943
"2005-2006","9","US Palermo","US Lecce",3,0,1.52,3.4,6.5,0.5949176267901367,0.2659631743297082,0.13911919888015503
"2005-2006","9","Lazio Roma","Chievo Verona",2,2,1.92,3.1,4,0.4763368162261832,0.2950215119852489,0.2286416717885679
"2005-2006","9","Empoli FC","AC Milan",1,3,6.5,3.4,1.55,0.1407397516357324,0.26906128989184136,0.5901989584724262
"2005-2006","9","Ascoli Picchio FC","Udinese Calcio",1,1,3.5,3,2.1,0.26086956521739124,0.3043478260869565,0.4347826086956521
"2005-2006","9","Cagliari Calcio","AS Livorno",1,1,2.25,2.92,3.17,0.40317262586622177,0.3106638384243147,0.2861635357094634
"2005-2006","9","Internazionale","AS Roma",2,3,1.57,3.4,6,0.5802377837192104,0.2679333295409295,0.15182888673986006
"2005-2006","9","Juventus","Sampdoria",2,0,1.37,3.85,8.5,0.6591868182779563,0.2345677768937143,0.10624540482832943
"2005-2006","10","Sampdoria","Internazionale",2,2,3.2,3,2.22,0.2850539291217257,0.30405752439650746,0.41088854648176676
"2005-2006","10","AC Milan","Juventus",3,1,2.4,2.89,3,0.3801631149697448,0.31570639305445936,0.30413049197579584
"2005-2006","10","AS Roma","Ascoli Picchio FC",2,1,1.45,3.67,7,0.6241269147139925,0.24658965295239485,0.12928343233361272
"2005-2006","10","FC Treviso","Robur Siena",0,1,2.6,2.9,2.75,0.3518641076549746,0.31546437238032216,0.33267151996470334
"2005-2006","10","Reggina Calcio","Lazio Roma",1,0,2.6,2.95,2.75,0.35375558704894794,0.311784585195683,0.33445982775536903
"2005-2006","10","Chievo Verona","Empoli FC",2,2,1.83,3.05,4.5,0.4983388704318937,0.29900332225913623,0.2026578073089701
"2005-2006","10","US Lecce","FC Messina",0,2,2.1,2.95,3.55,0.43413825266867034,0.3090475696963416,0.2568141776349881
"2005-2006","10","ACF Fiorentina","Cagliari Calcio",2,1,1.36,3.8,8.53,0.6590515383426726,0.2358710768805355,0.1050773847767919
"2005-2006","10","AS Livorno","Parma FC",2,0,1.8,3.1,4.4,0.5025792188651438,0.2918201915991157,0.2056005895357406
"2005-2006","10","Udinese Calcio","US Palermo",0,0,2,3,3.77,0.45513078470824947,0.30342052313883294,0.2414486921529175
"2005-2006","11","Empoli FC","Reggina Calcio",3,0,1.95,2.95,4.13,0.4687854710556187,0.30987514188422244,0.2213393870601589
"2005-2006","11","Lazio Roma","Internazionale",0,0,3.45,3.05,2.1,0.2649705243561899,0.29972075705864104,0.43530871858516906
"2005-2006","11","AC Milan","Udinese Calcio",5,1,1.35,4.17,8.5,0.6745068935004138,0.21836554106128508,0.10712756543830103
"2005-2006","11","Robur Siena","Chievo Verona",0,1,2.25,2.95,3.1,0.40184554542458534,0.30649236515434475,0.29166208942106997
"2005-2006","11","Juventus","AS Livorno",3,0,1.25,5,9.99,0.7272065514103732,0.1818016378525933,0.09099181073703366
"2005-2006","11","Parma FC","US Lecce",2,0,1.84,3.1,4.26,0.4937117734144846,0.2930418268008554,0.21324639978466003
"2005-2006","11","Cagliari Calcio","FC Treviso",0,0,1.8,3.1,4.77,0.5107242772769661,0.2965495803543674,0.19272614236866648
"2005-2006","11","FC Messina","AS Roma",0,2,3.27,3,2.2,0.2796136248093543,0.3047788510421962,0.41560752414844937
"2005-2006","11","Ascoli Picchio FC","ACF Fiorentina",0,2,3.9,3.07,1.95,0.23417238749046532,0.2974828375286041,0.46834477498093063
"2005-2006","11","US Palermo","Sampdoria",0,2,2.15,2.9,3.5,0.42450857381848595,0.31472187369301546,0.26076955248849853
"2005-2006","12","Udinese Calcio","FC Messina",1,0,1.6,3.25,6,0.5685131195335277,0.27988338192419826,0.15160349854227403
"2005-2006","12","AS Roma","Juventus",1,4,3.1,2.95,2.3,0.2942324371205551,0.3091934084995664,0.3965741543798787
"2005-2006","12","FC Treviso","US Palermo",2,2,3.4,3,2.1,0.266497461928934,0.30203045685279184,0.4314720812182741
"2005-2006","12","Reggina Calcio","Cagliari Calcio",3,1,2,3,3.8,0.45600000000000007,0.30400000000000005,0.24000000000000002
"2005-2006","12","Sampdoria","Lazio Roma",2,0,1.9,3,4.2,0.4794520547945205,0.30365296803652964,0.21689497716894976
"2005-2006","12","US Lecce","Robur Siena",3,0,2.25,3,3.1,0.40390879478827363,0.30293159609120524,0.2931596091205212
"2005-2006","12","ACF Fiorentina","AC Milan",3,1,3.1,3,2.3,0.2957565366480926,0.30561508786969566,0.3986283754822118
"2005-2006","12","Chievo Verona","Ascoli Picchio FC",1,1,1.65,3.25,5.75,0.55721207603429,0.2828922847558703,0.15989563920983973
"2005-2006","12","AS Livorno","Empoli FC",2,0,1.9,3,4.35,0.4830649639089395,0.305941143808995,0.21099389228206555
"2005-2006","12","Internazionale","Parma FC",2,0,1.26,4.75,9.99,0.7187061245075721,0.19064625618516648,0.09064761930726134
"2005-2006","13","AS Livorno","Chievo Verona",0,0,2.2,2.88,3.48,0.4173495902458525,0.3188087147711373,0.2638416949830102
"2005-2006","13","AC Milan","US Lecce",2,1,1.17,5.87,9.99,0.759626930923929,0.1514077528417371,0.08896531623433401
"2005-2006","13","FC Messina","Internazionale",1,2,4.7,3.29,1.72,0.19375603476021883,0.2767943353717412,0.5294496298680399
"2005-2006","13","Robur Siena","Reggina Calcio",0,0,1.91,3,4,0.4729996058336618,0.30114308238076465,0.2258573117855735
"2005-2006","13","Empoli FC","Lazio Roma",2,3,2.2,2.9,3.35,0.41402088216492644,0.3140848071595994,0.2718943106754741
"2005-2006","13","Parma FC","Udinese Calcio",1,2,2.63,2.95,2.65,0.3467432525337651,0.3091304251402719,0.3441263223259631
"2005-2006","13","Juventus","FC Treviso",3,1,1.15,6.2,9.99,0.7688765028272082,0.14261419004053053,0.0885093071322612
"2005-2006","13","Cagliari Calcio","Sampdoria",2,0,3.1,3,2.3,0.2957565366480926,0.30561508786969566,0.3986283754822118
"2005-2006","13","Ascoli Picchio FC","US Palermo",1,1,2.85,2.9,2.5,0.3202296819787986,0.3147084805653711,0.36506183745583043
"2005-2006","13","AS Roma","ACF Fiorentina",1,1,2.4,3.05,2.82,0.37908237471902684,0.2982943276477588,0.32262329763321435
"2005-2006","14","Chievo Verona","AC Milan",2,1,5.45,3.25,1.67,0.16833894204674096,0.28229145666299643,0.5493696012902626
"2005-2006","14","Internazionale","Ascoli Picchio FC",1,0,1.19,5.5,9.99,0.7487928959730492,0.162011553855987,0.08919555017096381
"2005-2006","14","FC Treviso","FC Messina",0,0,2.4,2.88,3,0.37974683544303806,0.31645569620253167,0.3037974683544304
"2005-2006","14","Sampdoria","Empoli FC",2,0,1.67,3.25,5.27,0.5462289393702621,0.28067763961487313,0.17309342101486483
"2005-2006","14","Udinese Calcio","AS Livorno",0,2,1.85,3,4.25,0.48733874820831335,0.3005255613951266,0.21213569039655997
"2005-2006","14","US Palermo","Cagliari Calcio",2,2,1.61,3.3,5.75,0.5656496400411382,0.2759684607473432,0.15838189921151868
"2005-2006","14","Lazio Roma","Robur Siena",3,2,1.73,3.2,4.8,0.5260273972602739,0.2843835616438356,0.1895890410958904
"2005-2006","14","ACF Fiorentina","Juventus",1,2,3.15,3,2.3,0.2924348378893833,0.3070565797838525,0.4005085823267642
"2005-2006","14","Reggina Calcio","Parma FC",2,1,1.9,3.1,4.1,0.48162182644941265,0.29518757104964,0.22319060250094735
"2005-2006","14","US Lecce","AS Roma",2,2,3,3,2.3,0.3026315789473684,0.3026315789473684,0.3947368421052632
"2005-2006","15","Robur Siena","Empoli FC",1,0,2.1,2.95,3.5,0.43255131964809385,0.30791788856304986,0.2595307917888563
"2005-2006","15","ACF Fiorentina","FC Treviso",1,0,1.25,4.8,9.99,0.7217393267559209,0.18795294967602105,0.09030772356805816
"2005-2006","15","AS Roma","US Palermo",1,2,1.9,3.1,4.2,0.4841948679806619,0.29676459650427667,0.21904053551506134
"2005-2006","15","Parma FC","Sampdoria",1,1,3.1,3,2.25,0.29315960912052114,0.3029315960912052,0.4039087947882736
"2005-2006","15","Udinese Calcio","US Lecce",1,2,1.62,3.3,5.5,0.5600814663951119,0.27494908350305497,0.16496945010183298
"2005-2006","15","Ascoli Picchio FC","Reggina Calcio",1,1,2.2,2.9,3.4,0.41568296795952775,0.3153456998313659,0.26897133220910624
"2005-2006","15","Juventus","Cagliari Calcio",4,0,1.17,5.75,9.99,0.7572342116815168,0.15408070046389125,0.08868508785459205
"2005-2006","15","AS Livorno","Lazio Roma",2,1,2,3,3.7,0.45306122448979597,0.3020408163265306,0.24489795918367346
"2005-2006","15","FC Messina","Chievo Verona",2,0,2.5,2.88,2.85,0.36426574357608843,0.316202902409799,0.31953135401411265
"2005-2006","15","Internazionale","AC Milan",3,2,2.7,2.85,2.7,0.3392857142857143,0.32142857142857145,0.3392857142857143
"2005-2006","16","FC Treviso","US Lecce",2,1,2.38,3,2.9,0.3825521062351596,0.3034913376132266,0.3139565561516138
"2005-2006","16","Lazio Roma","Juventus",1,1,5.24,3.25,1.67,0.1739120682638913,0.2803997654470125,0.5456881662890962
"2005-2006","16","Reggina Calcio","Internazionale",0,4,5.82,3.4,1.6,0.15749855240301097,0.2696004632310365,0.5729009843659525
"2005-2006","16","US Palermo","AS Livorno",0,2,1.95,3,4,0.46783625730994155,0.3040935672514619,0.22807017543859648
"2005-2006","16","Robur Siena","Parma FC",2,2,1.96,3.1,3.9,0.46842309182487407,0.29616427741185586,0.23541263076327007
"2005-2006","16","Cagliari Calcio","Ascoli Picchio FC",2,1,1.8,3.1,4.8,0.5113402061855671,0.29690721649484536,0.19175257731958767
"2005-2006","16","Chievo Verona","Udinese Calcio",2,0,2.27,3,3.15,0.40366502210546545,0.3054398667264689,0.2908951111680656
"2005-2006","16","Empoli FC","ACF Fiorentina",1,1,3.6,3.05,2,0.25123558484349257,0.2965403624382208,0.45222405271828664
"2005-2006","16","AC Milan","FC Messina",4,0,1.17,5.67,9.99,0.7555915721231767,0.1559157212317666,0.08849270664505672
"2005-2006","16","Sampdoria","AS Roma",1,1,2.21,3,3.25,0.4137931034482758,0.3048275862068965,0.28137931034482755
"2005-2006","17","FC Messina","Reggina Calcio",1,1,2.05,2.95,3.67,0.4437544830412953,0.308371759401578,0.2478737575571268
"2005-2006","17","US Lecce","Lazio Roma",0,0,2.65,2.9,2.62,0.3418518851795195,0.31238189507783676,0.34576621974264365
"2005-2006","17","AS Roma","Chievo Verona",4,0,1.85,3.05,4,0.4833118748143012,0.2931563830840844,0.22353174210161436
"2005-2006","17","Udinese Calcio","Sampdoria",2,0,2.38,2.95,2.95,0.38261997405966275,0.30869001297016857,0.30869001297016857
"2005-2006","17","Parma FC","Cagliari Calcio",1,0,2,3,3.75,0.4545454545454546,0.30303030303030304,0.24242424242424246
"2005-2006","17","Ascoli Picchio FC","FC Treviso",1,0,2.05,2.9,3.75,0.4437417117209018,0.313679485871672,0.2425788024074263
"2005-2006","17","AS Livorno","AC Milan",0,3,4.5,3.19,1.8,0.2036386849664858,0.28726460261729975,0.5090967124162146
"2005-2006","17","ACF Fiorentina","US Palermo",1,0,1.65,3.27,5.15,0.5479525599101958,0.27648982380789694,0.17555761628190739
"2005-2006","17","Juventus","Robur Siena",2,0,1.15,6.1,9.99,0.7670831104257797,0.14461402901469617,0.08830286055952417
"2005-2006","17","Internazionale","Empoli FC",4,1,1.18,5.65,9.99,0.7535978595089101,0.15738857950805554,0.08901356098303441
"2005-2006","18","Reggina Calcio","ACF Fiorentina",1,1,3.75,3.02,2,0.2429117233058516,0.30162879549567667,0.45545948119847174
"2005-2006","18","US Palermo","Juventus",1,2,5.25,3.25,1.7,0.17532725109083694,0.2832209440698135,0.5414518048393494
"2005-2006","18","Empoli FC","FC Messina",1,3,2,3,3.75,0.4545454545454546,0.30303030303030304,0.24242424242424246
"2005-2006","18","FC Treviso","AS Roma",0,1,4,3.1,1.9,0.22750096562379296,0.29354963306295867,0.4789494013132483
"2005-2006","18","Robur Siena","Internazionale",0,0,6.5,3.5,1.53,0.1407358738501971,0.26136662286465173,0.597897503285151
"2005-2006","18","Sampdoria","AS Livorno",0,2,1.95,3,4,0.46783625730994155,0.3040935672514619,0.22807017543859648
"2005-2006","18","Chievo Verona","US Lecce",3,1,1.67,3.2,5.1,0.5407375501143104,0.28219740896590567,0.17706504091978398
"2005-2006","18","Cagliari Calcio","Udinese Calcio",2,1,2.61,2.92,2.7,0.349588953627584,0.3124750578657514,0.3379359885066645
"2005-2006","18","Lazio Roma","Ascoli Picchio FC",4,1,1.55,3.4,6.5,0.5901989584724262,0.26906128989184136,0.1407397516357324
"2005-2006","18","AC Milan","Parma FC",4,3,1.17,5.5,9.99,0.7519676795546085,0.1599640336507076,0.08806828679468387
"2005-2006","19","US Lecce","Sampdoria",0,3,2.5,3,2.75,0.3646408839779005,0.3038674033149171,0.33149171270718225
"2005-2006","19","FC Messina","US Palermo",0,0,2.5,2.9,2.82,0.3638224041284812,0.31364000355903554,0.3225375923124833
"2005-2006","19","Udinese Calcio","FC Treviso",2,2,1.57,3.4,6,0.5802377837192104,0.2679333295409295,0.15182888673986006
"2005-2006","19","AS Livorno","Robur Siena",2,2,1.69,3.2,5,0.5358697836425749,0.28300622948623483,0.1811239868711903
"2005-2006","19","Parma FC","Lazio Roma",1,1,2.4,3,2.9,0.3805774278215223,0.30446194225721784,0.31496062992125984
"2005-2006","19","Internazionale","Cagliari Calcio",3,2,1.17,5.7,9.99,0.7562121266449138,0.15522248915342965,0.08856538420165655
"2005-2006","19","ACF Fiorentina","Chievo Verona",2,1,1.75,3.2,4.65,0.5199615619813052,0.28435397920852623,0.19568445881016858
"2005-2006","19","Ascoli Picchio FC","Empoli FC",3,1,2.1,2.9,3.5,0.43026706231454004,0.31157270029673595,0.258160237388724
"2005-2006","19","Juventus","Reggina Calcio",1,0,1.14,6,9.99,0.7668040619890851,0.14569277177792617,0.08750316623298868
"2005-2006","19","AS Roma","AC Milan",1,0,3.85,3.15,1.91,0.23596431022649278,0.28840082361015784,0.4756348661633494
"2005-2006","20","AC Milan","Ascoli Picchio FC",1,0,1.14,6,9.99,0.7668040619890851,0.14569277177792617,0.08750316623298868
"2005-2006","20","Sampdoria","ACF Fiorentina",3,1,2.4,2.9,2.9,0.3766233766233766,0.3116883116883117,0.3116883116883117
"2005-2006","20","Chievo Verona","Juventus",1,1,6,3.3,1.6,0.1522491349480969,0.2768166089965398,0.5709342560553633
"2005-2006","20","FC Treviso","Internazionale",0,1,7.85,3.86,1.4,0.11572973551772137,0.23535710461505516,0.6489131598672234
"2005-2006","20","Empoli FC","Udinese Calcio",1,1,2.5,2.9,2.75,0.3608597285067873,0.31108597285067874,0.32805429864253394
"2005-2006","20","Cagliari Calcio","Robur Siena",1,0,2,2.95,3.8,0.45366248482395793,0.3075677863213274,0.2387697288547147
"2005-2006","20","US Lecce","AS Livorno",0,0,2.8,3,2.47,0.3260582592625187,0.30432104197835075,0.3696206987591305
"2005-2006","20","US Palermo","Parma FC",4,2,1.7,3.2,5,0.5344021376085504,0.2839011356045424,0.18169672678690715
"2005-2006","20","AS Roma","Reggina Calcio",3,1,1.5,3.5,7,0.6086956521739131,0.2608695652173913,0.13043478260869565
"2005-2006","20","FC Messina","Lazio Roma",1,1,2.5,2.85,2.88,0.36426574357608843,0.31953135401411265,0.316202902409799
"2005-2006","21","Lazio Roma","Cagliari Calcio",1,1,1.6,3.3,5.75,0.5671797937528023,0.2749962636377223,0.1578239426094754
"2005-2006","21","Internazionale","US Palermo",3,0,1.34,4.29,9,0.6843487785942934,0.21375929214833408,0.10189192925737257
"2005-2006","21","Udinese Calcio","AS Roma",1,4,2.65,2.88,2.65,0.3424494649227111,0.3151010701545779,0.3424494649227111
"2005-2006","21","AS Livorno","FC Treviso",1,1,1.55,3.3,6.25,0.5821748641591984,0.2734457695293205,0.1443793663114812
"2005-2006","21","Reggina Calcio","Sampdoria",2,1,2.7,2.9,2.6,0.3367574810183117,0.3135328271549799,0.3497096918267083
"2005-2006","21","Robur Siena","AC Milan",0,3,6.4,3.4,1.55,0.14262516914749662,0.2684709066305819,0.5889039242219215
"2005-2006","21","Parma FC","Chievo Verona",2,1,2.5,2.9,2.8,0.36298614215467145,0.31291908806437196,0.32409476978095664
"2005-2006","21","Ascoli Picchio FC","US Lecce",2,0,1.8,3.1,4.33,0.500914281449416,0.2908534537448222,0.20823226480576182
"2005-2006","21","Juventus","Empoli FC",2,1,1.12,6.5,9.99,0.7785616482702228,0.13415216093271531,0.08728619079706201
"2005-2006","21","ACF Fiorentina","FC Messina",2,0,1.43,3.75,7.5,0.6361323155216285,0.24257845631891434,0.12128922815945717
"2005-2006","22","US Palermo","Robur Siena",1,3,1.65,3.25,5.5,0.5531914893617021,0.28085106382978725,0.16595744680851066
"2005-2006","22","AC Milan","Sampdoria",1,1,1.35,4.15,8.78,0.676105209444728,0.21993783921695967,0.1039569513383124
